title,director,country,spine,url,img,year,aspect_ratio,color,description,dir_link,duration,lang,country_code,continent,ar
Letter Never Sent,Mikhail Kalatozov,Russia,601,https://www.criterion.com/films/27673-letter-never-sent,https://s3.amazonaws.com/criterion-production/films/beccaaa7a0fd41e893db3f406c82b3a5/ZrOOyiw3uM183nl43u46kFpLGvAZXr_thumbnail.jpg,,1.33:1,Black & White,"The great Soviet director Mikhail Kalatozov, known for his virtuosic, emotionally gripping films, perhaps never made a more visually astonishing one than Letter Never Sent. This absorbing tale of exploration and survival concerns the four members of a geological expedition, who are stranded in the bleak and unforgiving Siberian wilderness while on a mission to find diamonds. Luxuriating in wide-angle beauty and featuring one daring shot after another (the brilliant cinematography is by Kalatozov’s frequent collaborator Sergei Urusevsky), Letter Never Sent is a fascinating piece of cinematic history and a universal adventure of the highest order.",/shop/browse?director=kalatozov-mikhail,96,Russian,RU,Europe,1.33
Let the Sunshine In,Claire Denis,France,976,https://www.criterion.com/films/29618-let-the-sunshine-in,https://s3.amazonaws.com/criterion-production/films/81177a98fc57c3e559501ecf60cb8d40/qgGnGPdl9T0PEVviPxrZsI6A4eenNR_thumbnail.jpg,1942,1.60:1,Color,"Two luminaries of French cinema, Claire Denis and Juliette Binoche, unite for the first time in this piercing look at the elusive nature of true love, and the extent to which we are willing to betray ourselves in its pursuit. In a richly layered performance, Binoche plays Isabelle, a successful painter in Paris whose apparent independence belies what she desires most: real romantic fulfillment. Isabelle reveals deep wells of yearning, vulnerability, and resilience as she tumbles into relationships with all the wrong men. Shot in burnished tones by Denis’s longtime collaborator Agnès Godard and featuring a mischievous appearance by Gérard Depardieu, Let the Sunshine In finds bleak humor in a cutting truth: we are all, no matter our age, fools for love.",/shop/browse?director=denis-claire,95,French,FR,Europe,1.6
Lettres d’amour,Claude Autant-Lara,France,,https://www.criterion.com/films/29404-lettres-d-amour,https://s3.amazonaws.com/criterion-production/films/09ef0ec590d8fcbf5ea01259ae3ba9b9/3OZ3L2WPoJxZgumbeOigOW0aKsXxdJ_thumbnail.jpg,1943,1.37:1,Black & White,"A deceptive lightness distinguishes this farcical second feature made by Claude Autant-Lara while Germany occupied France. During the reign of Napoléon III, a plucky businesswoman (Odette Joyeux) agrees to receive love letters to a prefect’s wife from a young official, and soon finds herself embroiled in a scandal that inflames a town’s class tensions. A transporting period piece with ornate costumes by Christian Dior, Lettres d’amour paints a blithely pointed portrait of life in a highly stratified society.",/shop/browse?director=autant-lara-claude,92,French,FR,Europe,1.37
The Life and Death of Colonel Blimp,Michael Powell…,United Kingdom,173,https://www.criterion.com/films/359-the-life-and-death-of-colonel-blimp,https://s3.amazonaws.com/criterion-production/films/18965c86f7667517e1f49865a63ef3e3/J8DLPfC9l8hKQqoR0JBCEkfis6ztSz_thumbnail.jpg,2004,1.37:1,Color,"Considered by many to be the finest British film ever made, The Life and Death of Colonel Blimp, by Michael Powell and Emeric Pressburger, is a stirring masterpiece like no other. Roger Livesey dynamically embodies outmoded English militarism as the indelible General Clive Candy, who barely survives four decades of tumultuous British history, 1902 to 1942, only to see the world change irrevocably before his eyes. Anton Walbrook and Deborah Kerr provide unforgettable support, he as a German enemy turned lifelong friend of Candy’s and she as young women of three consecutive generations—a socially committed governess, a sweet-souled war nurse, and a modern-thinking army driver—who inspire him. Colonel Blimp is both moving and slyly satirical, an incomparable film about war, love, aging, and obsolescence, shot in gorgeous Technicolor.",/shop/browse?director=powell-michael,163,English,GB,Europe,1.37
The Life Aquatic with Steve Zissou,Wes Anderson,United States,300,https://www.criterion.com/films/741-the-life-aquatic-with-steve-zissou,https://s3.amazonaws.com/criterion-production/films/3997e2c4fe44cb81c1bdad5aa8de3571/ITkLmuGysLxvJe7yxaT39qolmZ9YjS_thumbnail.jpg,2010,2.35:1,Color,"Internationally famous oceanographer Steve Zissou (Bill Murray) and his crew, Team Zissou, set sail on an expedition to hunt down the mysterious, elusive, possibly nonexistent Jaguar Shark that killed Zissou’s partner during the documentary filming of their latest adventure. They are joined on their voyage by a young airline copilot (Owen Wilson), a pregnant journalist (Cate Blanchett), and Zissou’s estranged wife (Anjelica Huston). Wes Anderson has assembled an all-star cast that also includes Willem Dafoe, Jeff Goldblum, Michael Gambon, Noah Taylor, Seu Jorge, and Bud Cort for this wildly original adventure-comedy.",/shop/browse?director=anderson-wes,118,English,US,North America,2.35
Life During Wartime,Todd Solondz,United States,574,https://www.criterion.com/films/27659-life-during-wartime,https://s3.amazonaws.com/criterion-production/films/23c9040d2a9dec28f5511fd2b49add88/EsuxA5TGPP7sYfAU37539cWI0AmXyJ_thumbnail.jpg,1990,1.78:1,Color,"In Life During Wartime, independent filmmaker Todd Solondz explores contemporary American existence and the nature of forgiveness with his customary dry humor and queasy precision. The film functions as a distorted mirror image of Solondz’s acclaimed 1998 dark comedy Happiness, its emotionally stunted characters now groping for the possibility of change in a post-9/11 world. Happiness’s grim New Jersey setting is transposed mainly to sunny Florida, but the biggest twist is that new actors fill the roles from the earlier film—including Shirley Henderson, Allison Janney, and Ally Sheedy as alarmingly dissimilar sisters, and Ciarán Hinds hauntingly embodying a reformed pedophile. Shot in expressionistic tones by cinematographer extraordinaire Ed Lachman, Solondz’s film finds the humor in the tragic and the tragic in the everyday.",/shop/browse?director=solondz-todd,97,English,US,North America,1.78
Life Is Sweet,Mike Leigh,United Kingdom,659,https://www.criterion.com/films/27982-life-is-sweet,https://s3.amazonaws.com/criterion-production/films/9ada9f93f1489b9d6c049fe18469e34f/2QZP6Njl60900wz5kIoDZ4z1OKKgaq_thumbnail.jpg,1952,1.85:1,Color,"This invigorating film from Mike Leigh was his first international sensation. Melancholy and funny by turns, it is an intimate portrait of a working-class family in a suburb just north of London—an irrepressible mum and dad (Alison Steadman and Jim Broadbent) and their night-and-day twins, a bookish good girl and a troubled, ill-tempered layabout (Claire Skinner and Jane Horrocks). Leigh and his typically brilliant cast create, with extraordinary sensitivity and craft, a vivid, lived-in story of ordinary existence, in which even modest dreams—such as the father’s desire to open a food truck—carry enormous weight.",/shop/browse?director=leigh-mike,103,English,GB,Europe,1.85
The Life of Oharu,Kenji Mizoguchi,Japan,664,https://www.criterion.com/films/27705-the-life-of-oharu,https://s3.amazonaws.com/criterion-production/films/3433fcaf58b444a93922cf7375557b22/KKqwnBZIwSyvSOCP8e96G1O9fbPe10_thumbnail.jpg,2012,1.37:1,Black & White,"A peerless chronicler of the soul who specialized in supremely emotional, visually exquisite films about the circumstances of women in Japanese society, Kenji Mizoguchi had already been directing movies for decades when he made The Life of Oharu in 1952. But this epic portrait of an inexorable fall from grace, starring the astounding Kinuyo Tanaka as an imperial lady-in-waiting who gradually descends to street prostitution, was the movie that gained the director international attention, ushering in a new golden period for him.",/shop/browse?director=mizoguchi-kenji,136,Japanese,JP,Asia,1.37
Like Someone in Love,Abbas Kiarostami,Japan,708,https://www.criterion.com/films/28616-like-someone-in-love,https://s3.amazonaws.com/criterion-production/films/a61f09cbadde324ced87c1011da0e220/XCiVzIjjNImDJLAwbQCZmXXf5k9cZ3_thumbnail.jpg,1952,1.66:1,Color,"Abbas Kiarostami has spent his incomparable career exploring the spaces that separate illusion from reality and the simulated from the authentic. At first, his extraordinary and sly Like Someone in Love, which finds the Iranian director in Tokyo, may appear to be among his most straightforward films. Yet with this simple story of the growing bond between a young student and part-time call girl and a grandfatherly client, Kiarostami has constructed an enigmatic but crystalline investigation of affection and desire as complex as his masterful Close-up and Certified Copy in its engagement with the workings of the mercurial human heart.",/shop/browse?director=kiarostami-abbas,109,Japanese,JP,Asia,1.66
Limelight,Charles Chaplin,United States,756,https://www.criterion.com/films/27557-limelight,https://s3.amazonaws.com/criterion-production/films/784084589c6c88228bc9ddbf2ab683cb/KLa6vCm5p0OKn3T9F5YRm3H3c7LBEe_thumbnail.jpg,1931,1.37:1,Black & White,"Charlie Chaplin’s masterful drama about the twilight of a former vaudeville star is among the writer-director’s most touching films. Chaplin plays Calvero, a once beloved musical-comedy performer, now a washed-up alcoholic who lives in a small London flat. A glimmer of hope arrives when he meets a beautiful but melancholy ballerina (Claire Bloom) who lives downstairs. An elegant mix of the comic and the tragic, this poignant movie also features Buster Keaton in an extended cameo, marking the only time the two silent comedy icons appeared in a film together. Made at a time when Chaplin was under attack by the American press and far right, Limelight was scarcely distributed in the United States upon its initial release, but it is now considered one of his essential and most personal works.",/shop/browse?director=chaplin-charles,137,English,US,North America,1.37
Limite,Mário Peixoto,Brazil,877,https://www.criterion.com/films/28407-limite,https://s3.amazonaws.com/criterion-production/films/8c32910fdb4a076e759d9711a4e0adcf/xxIL82zil5JnlplIKRsifflTQoxjqc_thumbnail.jpg,1969,1.37:1,Black & White,"An astonishing creation, Limite is the only feature by the Brazilian director and author Mário Peixoto, made when he was just twenty-two years old. Inspired by a haunting André Kertész photograph on the cover of a French magazine, this avant-garde silent master­piece centers on a man and two women lost at sea, their pasts unfolding through flashbacks propelled by the music of Erik Satie, Claude Debussy, Igor Stravinsky, and others. An early work of independent Latin American filmmaking, Limite was famously difficult to see for most of the twentieth century. It is a pioneering achievement that continues to captivate with its timeless visual poetry.Limite was restored in 2010 by the Cinemateca Brasileira and the Cineteca di Bologna/L’Immagine Ritrovata laboratory, in association with The Film Foundation’s World Cinema Project, Arquivo Mario Peixoto, Saulo Pereira de Mello, and Walter Salles. Restoration funded by Armani, Cartier, Qatar Airways, and Qatar Museum Authority.",/shop/browse?director=peixoto-mario,120,,BR,South America,1.37
Lions Love (. . . and Lies),Agnès Varda,France,,https://www.criterion.com/films/28628-lions-love-and-lies,https://s3.amazonaws.com/criterion-production/films/cbaeff4be539636e7ff6a575fe9ee4a8/pWeAuM6Hybu98z27WtKGc3gy6hAtft_thumbnail.jpg,1943,1.66:1,Color,"Agnès Varda brings New York counterculture to Los Angeles. In a rented house in the sun-soaked Hollywood Hills, a woman and two men—Viva, of Warhol Factory fame, and James Rado and Gerome Ragni, who created and starred in the rock musical Hair—delight in one another’s bodies while musing on love, stardom, and politics. They are soon joined by underground director Shirley Clarke, playing herself as well as functioning as a surrogate for Varda. Lions Love (. . . and Lies) is a metacinematic inquiry into the alternating currents of whimsy and tragedy that typified late-sixties America.
Lions Love (. . . and Lies) was restored by the Cineteca di Bologna at L’Immagine Ritrovata in association with Ciné-Tamaris and The Film Foundation. Restoration funding provided by the Annenberg Foundation, the Los Angeles County Museum of Art (LACMA) and The Film Foundation.",/shop/browse?director=varda-agnes,112,English,FR,Europe,1.66
The Living Magoroku,Keisuke Kinoshita,Japan,,https://www.criterion.com/films/27863-the-living-magoroku,https://s3.amazonaws.com/criterion-production/films/881532ad4fb165604ec3139f160e5715/CDOTAiOFHyuttKgzILvy8Q4mVEi6TG_thumbnail.jpg,1968,1.33:1,Black & White,"A superstitious farming family is hesitant to use its fields to grow crops to help feed the nation’s troops. Keisuke Kinoshita’s rural drama was made to promote the war effort, but his story branches off in many directions, including one subplot about the family’s heirloom samurai sword and another about a blossoming young romance.",/shop/browse?director=kinoshita-keisuke,89,Japanese,JP,Asia,1.33
The Living Skeleton,Hiroshi Matsuno,Japan,,https://www.criterion.com/films/28286-the-living-skeleton,https://s3.amazonaws.com/criterion-production/films/d396e9e13861cd0f576ea2d3401e0b93/Bd3iFvbscGyzzO7gErg8D3RKIJ9yIO_thumbnail.jpg,1983,2.45:1,Black & White,"In this atmospheric tale of revenge from beyond the watery grave, a pirate-ransacked freighter’s violent past comes back to haunt a young woman living in a seaside town. Mixing elements of kaidan (ghost stories), doppelgänger thrillers, and mad-scientist movies, Hiroshi Matsuno’s The Living Skeleton is a wild and eerie work, with beautiful widescreen, black-and-white cinematography.",/shop/browse?director=matsuno-hiroshi,80,Japanese,JP,Asia,2.45
Local Hero,Bill Forsyth,United Kingdom,994,https://www.criterion.com/films/28709-local-hero,https://s3.amazonaws.com/criterion-production/films/404d9791922b336d3015f1500ee014eb/tG4CJ9c3PbmNziiX4KClVc9Pj6MsDU_thumbnail.jpg,1927,1.78:1,Color,"Bill Forsyth put Scottish cinema on the map with this delightfully eccentric culture-clash comedy. Riffing on popular representations of Scottish life and folklore, Local Hero follows the Texas oil executive Mac (Peter Riegert), who is dispatched by his crackpot boss (Burt Lancaster) to a remote seaside village in Scotland with orders to buy out the town and develop the region for an oil refinery. But as business mixes with pleasure, Mac finds himself enchanted by both the picturesque community and its oddball denizens—and Texas starts to feel awfully far away. Packed with a near nonstop stream of droll one-liners and deadpan gags, this enchanting cult hit finds Forsyth surveying the idiosyncrasies of small-town life with the satirical verve of a latter-day Preston Sturges, arriving at a sly commentary on conservation, corporate greed, and the legacies we leave behind.",/shop/browse?director=forsyth-bill,111,English,GB,Europe,1.78
The Lodger: A Story of the London Fog,Alfred Hitchcock,United Kingdom,885,https://www.criterion.com/films/28001-the-lodger-a-story-of-the-london-fog,https://s3.amazonaws.com/criterion-production/films/6d943264d831d3159db1baf3a2c2b230/7B0Jv1Tlc6O5qskDxKzmjmtnUu4gfA_thumbnail.jpg,1981,1.33:1,Black & White,"With his third feature film, The Lodger: A Story of the London Fog, Alfred Hitchcock took a major step toward greatness and made what he would come to consider his true directorial debut. This haunting silent thriller tells the tale of a mysterious young man (matinee idol Ivor Novello) who takes up residence at a London boardinghouse just as a killer known as the Avenger descends upon the city, preying on blonde women. The film is animated by the palpable energy of a young stylist at play, decisively establishing the director’s formal and thematic obsessions. In this release, The Lodger is accompanied by Downhill, another silent from 1927 that explores Hitchcock’s “wrong man” trope, also headlined by Novello—making for a double feature that reveals the master of the macabre as he was just coming into his own.
The Lodger: A Story of the London Fog was restored by the BFI National Archive. Principal restoration funding provided by the Hollywood Foreign Press Association, The Film Foundation, and Simon W. Hessel. Additional funding provided by the British Board of Film Classification, Deluxe 142, Shivendra Singh Dungarpur, and Ian and Beth Mill. New score commissioned by Network Releasing in partnership with the BFI.",/shop/browse?director=hitchcock-alfred,91,,GB,Europe,1.33
Lola,Rainer Werner Fassbinder,Germany,206,https://www.criterion.com/films/595-lola,https://s3.amazonaws.com/criterion-production/films/3ea71dbfe24a1936540736e60139c6e3/iPiAJqoeZqtJqa9oDC0dedP1Xff6tt_thumbnail.jpg,1961,1.66:1,Color,"Germany in the autumn of 1957: Lola (Barbara Sukowa), a seductive cabaret singer–prostitute, exults in her power as a tempter of men, but she wants more—money, property, and love. Pitting a corrupt building contractor (Mario Adorf) against the new straight-arrow building commissioner (Armin Mueller-Stahl), Lola launches an outrageous plan to elevate herself in a world where everything—and everyone—is for sale. Shot in childlike candy colors, Rainer Werner Fassbinder’s Lola, an homage to Josef von Sternberg’s classic The Blue Angel, is a wonderfully satirical tribute to capitalism.",/shop/browse?director=fassbinder-rainer-werner,115,German,DE,Europe,1.66
Lola,Rainer Werner Fassbinder,Germany,206,https://www.criterion.com/films/595-lola,https://s3.amazonaws.com/criterion-production/films/3ea71dbfe24a1936540736e60139c6e3/iPiAJqoeZqtJqa9oDC0dedP1Xff6tt_thumbnail.jpg,1961,2.35:1,Black & White,"Jacques Demy’s crystalline debut gave birth to the fictional universe in which so many of his characters would live, play, and love. It’s among his most profoundly felt films, a tale of crisscrossing lives in Nantes (Demy’s hometown) that floats on waves of longing and desire. Heading the film’s ensemble is the enchanting Anouk Aimée as the title character, a cabaret chanteuse who’s awaiting the return of a long-lost lover and unwilling to entertain the adoration of another love-struck soul, the wanderer Roland (Marc Michel). Humane, wistful, and witty, Lola is a testament to the resilience of the heartbroken.",/shop/browse?director=demy-jacques,88,French,DE,Europe,2.35
Lola,Jacques Demy,France,714,https://www.criterion.com/films/27932-lola,https://s3.amazonaws.com/criterion-production/films/872aa04cd62ccc1bb5e004992ae74a0b/1ADUibfWVjZ0KUeJ3WEyXy0tVWHsAs_thumbnail.jpg,1955,1.66:1,Color,"Germany in the autumn of 1957: Lola (Barbara Sukowa), a seductive cabaret singer–prostitute, exults in her power as a tempter of men, but she wants more—money, property, and love. Pitting a corrupt building contractor (Mario Adorf) against the new straight-arrow building commissioner (Armin Mueller-Stahl), Lola launches an outrageous plan to elevate herself in a world where everything—and everyone—is for sale. Shot in childlike candy colors, Rainer Werner Fassbinder’s Lola, an homage to Josef von Sternberg’s classic The Blue Angel, is a wonderfully satirical tribute to capitalism.",/shop/browse?director=fassbinder-rainer-werner,115,German,FR,Europe,1.66
Lola,Jacques Demy,France,714,https://www.criterion.com/films/27932-lola,https://s3.amazonaws.com/criterion-production/films/872aa04cd62ccc1bb5e004992ae74a0b/1ADUibfWVjZ0KUeJ3WEyXy0tVWHsAs_thumbnail.jpg,1955,2.35:1,Black & White,"Jacques Demy’s crystalline debut gave birth to the fictional universe in which so many of his characters would live, play, and love. It’s among his most profoundly felt films, a tale of crisscrossing lives in Nantes (Demy’s hometown) that floats on waves of longing and desire. Heading the film’s ensemble is the enchanting Anouk Aimée as the title character, a cabaret chanteuse who’s awaiting the return of a long-lost lover and unwilling to entertain the adoration of another love-struck soul, the wanderer Roland (Marc Michel). Humane, wistful, and witty, Lola is a testament to the resilience of the heartbroken.",/shop/browse?director=demy-jacques,88,French,FR,Europe,2.35
Lola Montès,Max Ophuls,France,503,https://www.criterion.com/films/938-lola-mont-s,https://s3.amazonaws.com/criterion-production/films/e5c7435a9dbc4d547966c42139b17e05/CIDQTwh6cAejzHXtCFcPu4on6pTik2_thumbnail.jpg,1928,2.55:1,Color,"Lola Montès is a visually ravishing, narratively daring dramatization of the life of the notorious courtesan and showgirl, played by Martine Carol. With his customary cinematographic flourish and, for the first time, vibrant color, Max Ophuls charts the course of Montès’s scandalous past through the invocations of the bombastic ringmaster (Peter Ustinov) of the American circus where she has ended up performing. Ophuls’s final film, Lola Montès is at once a magnificent romantic melodrama, a meditation on the lurid fascination with celebrity, and a one-of-a-kind movie spectacle.",/shop/browse?director=ophuls-max,115,"English,                                          German,                                          French",FR,Europe,2.55
Lonesome,Paul Fejos,United States,623,https://www.criterion.com/films/28212-lonesome,https://s3.amazonaws.com/criterion-production/films/6ccd9970a004695bc2132c7edfbe8a35/Qvz32YpStw1QSbbdvZG2faTZW3ROlx_thumbnail.jpg,,1.19:1,Black & White,"A buried treasure from Hollywood’s golden age, Lonesome is the creation of a little-known but audacious and one-of-a-kind filmmaker, Paul Fejos (also an explorer, anthropologist, and doctor!). While under contract at Universal, Fejos pulled out all the stops for this lovely, largely silent New York City symphony set in antic Coney Island during the Fourth of July weekend, employing color tinting, superimposition effects, experimental editing, and a roving camera (plus three dialogue scenes, added to satisfy the new craze for talkies). For years, Lonesome has been a rare treat for festival and cinematheque audiences, but it’s only now coming to home video. Rarer still are the two other Fejos films from his Universal years included in this release: The Last Performance and a reconstruction of the previously incomplete sound version of Broadway, in its time the most expensive film ever produced by the studio.",/shop/browse?director=fejos-paul,69,English,US,North America,1.19
Lone Wolf and Cub: Baby Cart at the River Styx,Kenji Misumi,Japan,,https://www.criterion.com/films/28723-lone-wolf-and-cub-baby-cart-at-the-river-styx,https://s3.amazonaws.com/criterion-production/films/cde6d89694ec30ed52284b6eef0910a8/LWPP5AoDioLLBnbrwp78aOOXfRRW7g_thumbnail.jpg,1972,2.40:1,Color,"In this exploitation-cinema classic, which took the action and graphic violence of the Lone Wolf and Cub series to delirious new heights, Itto Ogami and Daigoro continue their quest for vengeance through meifumado, the spiritual way of “demons and damnation,” pursued constantly by the Shadow Yagyu clan and the shogun’s spies.",/shop/browse?director=misumi-kenji,81,Japanese,JP,Asia,2.4
Lone Wolf and Cub: Baby Cart in Peril,Buichi Saito,Japan,,https://www.criterion.com/films/28725-lone-wolf-and-cub-baby-cart-in-peril,https://s3.amazonaws.com/criterion-production/films/4d900a5f1798d60d153fcd116f9b562e/OcQRYjoeKAkjkTPMNdIr9gSitSvS4W_thumbnail.jpg,1973,2.40:1,Color,"In this distinctly lowbrow entry in the Lone Wolf and Cub series, Itto Ogami is hired by the Owari clan to assassinate a tattooed woman who is killing her enemies and cutting off their topknots. Meanwhile, Daigoro is separated from his father when he follows a pair of traveling street performers outside of town.",/shop/browse?director=saito-buichi,81,Japanese,JP,Asia,2.4
Lone Wolf and Cub: Baby Cart in the Land of Demons,Kenji Misumi,Japan,,https://www.criterion.com/films/28726-lone-wolf-and-cub-baby-cart-in-the-land-of-demons,https://s3.amazonaws.com/criterion-production/films/a256a8a63c5f8eeca58f004da0499793/fv9gPgZlZMxnih4VS0ngl6Iy2CCHC4_thumbnail.jpg,1972,2.40:1,Color,"Balancing physical action with Buddhist musings on life and death, the most spiritual of the Lone Wolf and Cub films finds Ogami’s combat skills put to the test by five different warrior-messengers.",/shop/browse?director=misumi-kenji,89,Japanese,JP,Asia,2.4
Lone Wolf and Cub: Baby Cart to Hades,Kenji Misumi,Japan,,https://www.criterion.com/films/28724-lone-wolf-and-cub-baby-cart-to-hades,https://s3.amazonaws.com/criterion-production/films/22b15739ad6c7c54d76b4affc7a3a3ac/gCeC7XOh8d1lJMyAi6KloqgWyRKK7G_thumbnail.jpg,1972,2.40:1,Color,"Unfolding in an idyllic countryside that contrasts sharply with the violence that occurs within it, the third Lone Wolf and Cub film follows Itto Ogami and Daigoro as they continue their journey and stumble upon a crime scene involving a group of lowlife swordsmen from the watari-kashi class.",/shop/browse?director=misumi-kenji,89,Japanese,JP,Asia,2.4
Lone Wolf and Cub: Sword of Vengeance,Kenji Misumi,Japan,,https://www.criterion.com/films/28722-lone-wolf-and-cub-sword-of-vengeance,https://s3.amazonaws.com/criterion-production/films/198dcd449dc06961d95a8293f9042063/FWsWb0yuOWE4my7JiDnXGQjw2ifK8h_thumbnail.jpg,1974,2.40:1,Color,"The inaugural film in the Lone Wolf and Cub series immediately thrust Itto Ogami into the ranks of the all-time great samurai movie icons. In this installment, the Shadow Yagyu clan plots to solidify its power by taking Ogami’s coveted position of shogun’s executioner for its own. The legendary assassin escapes with his infant son, Daigoro, and swears vengeance.",/shop/browse?director=misumi-kenji,83,Japanese,JP,Asia,2.4
Lone Wolf and Cub: White Heaven in Hell,Yoshiyuki Kuroda,Japan,,https://www.criterion.com/films/28727-lone-wolf-and-cub-white-heaven-in-hell,https://s3.amazonaws.com/criterion-production/films/930bd57bc90f2bbeeff80596a8fe678c/z2TmvMDeQaRiwYIg8lQmhiU5r1bqZi_thumbnail.jpg,1992,2.40:1,Color,"In the final Lone Wolf and Cub film, star Tomisaburo Wakayama decided to make the sort of wild movie he’d always wanted to: one in which Lone Wolf battles zombies and Daigoro’s baby cart zips improbably across an icy landscape on skis.",/shop/browse?director=kuroda-yoshiyuki,83,Japanese,JP,Asia,2.4
The Long Day Closes,Terence Davies,United Kingdom,694,https://www.criterion.com/films/27984-the-long-day-closes,https://s3.amazonaws.com/criterion-production/films/fc3986be048c75d41cef1dfaf83fc914/kUQl1CRr6yI3BlK2EmNhKqoQVzvfUB_thumbnail.jpg,1979,1.85:1,Color,"The Long Day Closes is the most gloriously cinematic expression of the unique sensibility of Terence Davies, widely celebrated as Britain’s greatest living filmmaker. Suffused with both enchantment and melancholy, this autobiographical film takes on the perspective of a quiet, lonely boy growing up in Liverpool in the 1950s. But rather than employ a straightforward narrative, Davies jumps in and out of time, swoops into fantasies and fears, summons memories and dreams. A singular filmic tapestry, The Long Day Closes is an evocative, movie- and music-besotted portrait of the artist as a young man.",/shop/browse?director=davies-terence,85,English,GB,Europe,1.85
The Long Good Friday,John Mackenzie,United Kingdom,26,https://www.criterion.com/films/559-the-long-good-friday,https://s3.amazonaws.com/criterion-production/films/504873f293ee8d776c9cec4f561f5e89/4nrkOmePov50Z8C4NPOfo39MOjpnFC_thumbnail.jpg,1963,1.77:1,Color,"Bob Hoskins, in his breakthrough film role, stars as a London racketeer fast losing control of his gangland empire; Helen Mirren shines as his classy moll. John Mackenzie’s stylish thriller is a marriage of gangster flicks from both sides of the Atlantic. Criterion presents The Long Good Friday in an exclusive widescreen transfer.",/shop/browse?director=mackenzie-john,114,English,GB,Europe,1.77
Lord of the Flies,Peter Brook,United Kingdom,43,https://www.criterion.com/films/563-lord-of-the-flies,https://s3.amazonaws.com/criterion-production/films/3c8e34ba4a541897737232a90611f947/uMJyxowOApuQ9O1hh2wLe26pqL14z1_thumbnail.jpg,1975,1.37:1,Black & White,"In the hands of the renowned experimental theater director Peter Brook, William Golding’s legendary novel about the primitivism lurking beneath civilization becomes a film as raw and ragged as the lost boys at its center. Taking an innovative documentary-like approach, Brook shot Lord of the Flies with an off-the-cuff naturalism, seeming to record a spontaneous eruption of its characters’ ids. The result is a rattling masterpiece, as provocative as its source material.",/shop/browse?director=brook-peter,90,English,GB,Europe,1.37
The Lost Honor of Katharina Blum,Volker Schlöndorff…,Germany,177,https://www.criterion.com/films/726-the-lost-honor-of-katharina-blum,https://s3.amazonaws.com/criterion-production/films/0c99eb2e459ddbfc2a308d9aba1231ba/9bFl9qP1rdV5hipJe2GeoT2F1jjWHu_thumbnail.jpg,1985,1.77:1,Color,"When Katharina Blum spends the night with an alleged terrorist, her quiet, ordered life falls into ruins. Suddenly a suspect, Katharina is subject to a vicious smear campaign by the police and a ruthless tabloid journalist, testing the limits of her dignity and her sanity. Volker Schlöndorff and Margarethe von Trotta’s powerful adaptation of Heinrich Böll’s novel is a stinging commentary on state power, individual freedom, and media manipulation––as relevant today as on the day of its release in 1975.",/shop/browse?director=schloendorff-volker,106,German,DE,Europe,1.77
Lost in America,Albert Brooks,United States,887,https://www.criterion.com/films/29022-lost-in-america,https://s3.amazonaws.com/criterion-production/films/fddbe4548b28e34ca3d6080678695a35/MjPzEfOGPaJf4LBIPQuCWr1ZVy7zt3_thumbnail.jpg,1985,1.85:1,Color,"In this hysterical satire of Reagan-era values, written and directed by Albert Brooks, a successful Los Angeles advertising executive (Brooks) and his wife (Julie Hagerty) decide to quit their jobs, buy a Winnebago, and follow their Easy Rider fantasies of freedom and the open road. When a stop in Las Vegas nearly derails their plans, they’re forced to come to terms with their own limitations and those of the American dream. Brooks’s barbed wit and confident direction drive Lost in America, an iconic example of his restless comedies about insecure characters searching for satisfaction in the modern world that established his unique comic voice and transformed the art of observational humor.",/shop/browse?director=brooks-albert,91,English,US,North America,1.85
Louie Bluie,Terry Zwigoff,United States,532,https://www.criterion.com/films/27509-louie-bluie,https://s3.amazonaws.com/criterion-production/films/e5c8022fe530c9c956c5f4e6da7eb0bc/Ls5iNAEQucmF6Eas1lVNWgJadweWmh_thumbnail.jpg,1967,1.33:1,Color,"Crumb director Terry Zwigoff’s first film is a true treat: a documentary about the obscure country-blues musician and idiosyncratic visual artist Howard “Louie Bluie” Armstrong, member of the last known black string band in America. As beguiling a raconteur as he is a performer, Louie makes for a wildly entertaining movie subject, and Zwigoff honors him with an unsentimental but endlessly affectionate tribute. Full of infectious music and comedy, Louie Bluie is a humane evocation of the kind of pop-cultural marginalia that Zwigoff would continue to excavate in the coming years.",/shop/browse?director=zwigoff-terry,60,English,US,North America,1.33
"Love Affair, or the Case of the Missing Switchboard Operator",Dušan Makavejev,Serbia,,https://www.criterion.com/films/3985-love-affair-or-the-case-of-the-missing-switchboard-operator,https://s3.amazonaws.com/criterion-production/films/5eb3b02cc20d9090e506fdd942b92cab/WsP71MgPQ5GmNEtT7QghC3MI3epzGp_thumbnail.jpg,1972,1.66:1,Black & White,"In outline, this is the story of the tragic romance between a young telephonist (Eva Ras) and a middle-aged rodent sanitation specialist (Slobodan Aligrudic) in Belgrade. Yet in Dusan Makavejev’s manic hands, this second feature becomes an endlessly surprising, time-shifting exploration of love and freedom. Featuring interludes of interviews with a sexologist and a criminologist, as well as some of the most elegant dramatic filmmaking of the director’s career, Love Affair, based on a true incident, further demonstrated Makavejev’s adeptness at mixing and matching genres, and his odd, sophisticated humanism.",/shop/browse?director=makavejev-dusan,68,Serbo-Croatian,RS,Europe,1.66
